0 4.8692
10000 4701.11
20000 3929.06
30000 4396.59
40000 4231.44
50000 4599.41
60000 4230.13
70000 4732.37
80000 4049.55
90000 4843.47
100000 4210.1
110000 4336.83
120000 5210.04
130000 4369.86
140000 4152.33
150000 4152.26
160000 5630.47
170000 4236.45
180000 4277.06
190000 4351.58
200000 4380.36
210000 6331.8
220000 4227.23
230000 4240.97
240000 4346.76
250000 4448.29
260000 4550.16
270000 4188.35
280000 6641.09
290000 3829.87
300000 3863.99
310000 3936.78
320000 3963.65
330000 4054.51
340000 4049.17
350000 4084.57
360000 4188.29
370000 7342.17
380000 3738.96
390000 3758.68
400000 3770.28
410000 3751.38
420000 3838.02
430000 3928
440000 4008.41
450000 4135.94
460000 4241.13
470000 4224.2
480000 4263.07
490000 8518.68
500000 3792.38
510000 3779.9
520000 3782.04
530000 3771.41
540000 3749.6
550000 3816.78
560000 3836.93
570000 4009.1
580000 4164.96
590000 4291.79
600000 3840.72
610000 3895.39
620000 3941.74
630000 4213.22
640000 4304.41
650000 4494.95
660000 64606.6
670000 3291.57
680000 3340.62
690000 3389.41
700000 3434.96
710000 3485.8
720000 3517.46
730000 3355.07
740000 3381.17
750000 3443.67
760000 3501.54
770000 3618.45
780000 3664.75
790000 3683.95
800000 3616.65
810000 3636.77
820000 3764.08
830000 3896.3
840000 4014.72
850000 4081.93
860000 4156.77
870000 4045.61
880000 18879.2
890000 3521.18
900000 3525.83
910000 3520.37
920000 3508.18
930000 3496.65
940000 3463.48
950000 3424.49
960000 3465.76
970000 3468.52
980000 3463.53
990000 3473.76
1000000 3457.92
1010000 3494.42
1020000 3502.3
1030000 3561.26
1040000 3579.84
1050000 3598.21
1060000 3653.25
1070000 3658.47
1080000 3667.66
1090000 3624.24
1100000 3641.66
1110000 3694.28
1120000 3801.19
1130000 3906.15
1140000 4041.09
1150000 4157.63
1160000 4150.68
1170000 14595.4
1180000 3549.6
1190000 3576.1
1200000 3580.07
1210000 3585.64
1220000 3562.5
1230000 3538.2
1240000 3558.71
1250000 3552.44
1260000 3516.25
1270000 3536.14
1280000 3549.5
1290000 3540.43
1300000 3518.24
1310000 3519.07
1320000 3588
1330000 3573.27
1340000 3566.72
1350000 3551.83
1360000 3514.99
1370000 3538.02
1380000 3565.81
1390000 3582.52
1400000 3591.39
1410000 3590.06
1420000 3531.26
1430000 3528.25
1440000 3566.03
1450000 3655.98
1460000 3656.12
1470000 3695.86
1480000 3662.06
1490000 3611.97
1500000 3681.82
1510000 3737.96
1520000 3792.93
1530000 3834.57
1540000 3859.42
1550000 147998
1560000 3374.45
1570000 3359.43
1580000 3370.22
1590000 3344.55
1600000 3398.04
1610000 3401.28
1620000 3411.71
1630000 3408.79
1640000 3417.66
1650000 3360.8
1660000 3388.82
1670000 3403.99
1680000 3404.38
1690000 3395.19
1700000 3387.12
1710000 3367.91
1720000 3361.92
1730000 3436.9
1740000 3422.81
1750000 3421.33
1760000 3426.02
1770000 3432.4
1780000 3368.21
1790000 3381.85
1800000 3424.8
1810000 3432.63
1820000 3433.22
1830000 3403.4
1840000 3403.3
1850000 3403.87
1860000 3461.36
1870000 3452.9
1880000 3413.55
1890000 3397.44
1900000 3402.94
1910000 3432.84
1920000 3433.27
1930000 3489.9
1940000 3462.47
1950000 3449.54
1960000 3420.24
1970000 3450.44
1980000 3468.73
1990000 3523.03
2000000 3528.59
2010000 3512.27
2020000 3521.37
2030000 3504.53
2040000 3538.18
2050000 3536.16
2060000 3588.22
2070000 21919.8
2080000 3547.75
2090000 3550.96
2100000 3588.46
2110000 3587.56
2120000 3587.55
2130000 3549.95
2140000 3515.2
2150000 3523.07
2160000 3576.25
2170000 3558.96
2180000 3553.64
2190000 3576.22
2200000 3528.17
2210000 3510.5
2220000 3537.69
2230000 3554.32
2240000 3525.91
2250000 3530.36
2260000 3543.26
2270000 3478.72
2280000 3494.2
2290000 3520.91
