0 2.2466
10000 3204.67
20000 2228.13
30000 2227.13
40000 2291.34
50000 2275.63
60000 2328.49
70000 2244.14
80000 2234.4
90000 2360.53
100000 2309.28
110000 2272.71
120000 2336.82
130000 2367.57
140000 2413.47
150000 2324.43
160000 2327.15
170000 2334.4
180000 2326.48
190000 2393.53
200000 2335.12
210000 2382.8
220000 2331.13
230000 2301.2
240000 2369.27
250000 2363.64
260000 2353.28
270000 2417.49
280000 2424.92
290000 2489.05
300000 2485.8
310000 2464.26
320000 2438.47
330000 2407.68
340000 2529.51
350000 2388.97
360000 2397.37
370000 2400.8
380000 2381.91
390000 2463.13
400000 2389.96
410000 2408.31
420000 2431.27
430000 2997.38
440000 2996.72
450000 2873.53
460000 3289.03
470000 3089.04
480000 3011.74
490000 2993.37
500000 2808.7
510000 2732.63
520000 2569.77
530000 2553.05
540000 2542.47
550000 2552.37
560000 2631.93
570000 2536.18
580000 2507.13
590000 2532.37
600000 2492.49
610000 2632.4
620000 2561.79
630000 2563.12
640000 2590.67
650000 2566.97
660000 2579.97
670000 2511.72
680000 2533.46
690000 2519.4
700000 2523
710000 2645.64
720000 2581.06
730000 2548.07
740000 2571.94
750000 2610.08
760000 2672.47
770000 2592.2
780000 2581.39
790000 2639.1
800000 2586.99
810000 2725.46
820000 2683.04
830000 2616.16
840000 2636.27
850000 2618.7
860000 2643.5
870000 2601.41
880000 2617.41
890000 2641.62
900000 2641
910000 2732.6
920000 3147.57
930000 3214.02
940000 3041.47
950000 2900.52
960000 4456.79
970000 4404.44
980000 4442.48
990000 4133.67
1000000 4205.15
1010000 4546.04
1020000 3852.68
1030000 3981.91
1040000 4082.52
1050000 3813.29
1060000 3599.11
1070000 3454.07
1080000 3321.75
1090000 3424.01
1100000 3152.14
1110000 3119.34
1120000 3075.89
1130000 3043.85
1140000 3237.2
1150000 3074.06
1160000 3031.46
1170000 3052.86
1180000 3046.02
1190000 3223.14
1200000 3057.32
1210000 3085.73
1220000 3063.55
1230000 3107.77
1240000 3357.78
1250000 3114.25
1260000 3079.57
1270000 3109.72
1280000 3160.96
1290000 3379.4
1300000 3124.79
1310000 3136.29
1320000 3106.57
1330000 3121.87
1340000 3363.47
1350000 3143.86
1360000 3131.12
1370000 3182.35
1380000 3201.34
1390000 3742.91
1400000 3747.12
1410000 3362.46
1420000 3602.21
1430000 3807.4
1440000 3404.56
1450000 3306.78
1460000 3307.72
1470000 3336.17
1480000 4149.86
1490000 3748.56
1500000 4284.59
1510000 3724.23
1520000 3511.65
1530000 3727.82
1540000 3771.18
1550000 3734.47
1560000 3520.96
1570000 3487.12
1580000 4347.33
1590000 4057.41
1600000 4546.03
1610000 3995.85
1620000 3734.95
1630000 3692.78
1640000 3662.44
1650000 3555.42
1660000 3786.06
1670000 3508.73
1680000 4569.8
1690000 4704.92
1700000 3735.97
1710000 3634.97
1720000 3374.86
1730000 3377.33
1740000 3299.39
1750000 3188.98
1760000 3174.52
1770000 3139.53
1780000 2929.55
1790000 2989.03
1800000 3070.77
1810000 3264.89
1820000 3027.27
1830000 2993.97
1840000 2985.81
1850000 3066.47
1860000 3164.35
1870000 3049.95
1880000 3041.52
1890000 3117.75
1900000 3072.81
1910000 3039.16
1920000 3125.76
1930000 3083.83
1940000 3221.32
1950000 4001.68
1960000 4171.81
1970000 4103.93
1980000 4917.09
1990000 3576.34
2000000 3675.92
2010000 3482.91
2020000 3530.1
2030000 3506.04
2040000 3053.76
2050000 3426.37
2060000 3887.41
2070000 5224.44
2080000 4337.54
2090000 4073.29
2100000 4093.83
2110000 4393.95
2120000 4764.78
2130000 3891.44
2140000 3922.99
2150000 3650.86
2160000 3549.47
2170000 3458.72
2180000 4209.3
2190000 4509.27
2200000 3740.77
2210000 3593.32
2220000 3768.33
2230000 3501.75
2240000 3477.15
2250000 4249.09
2260000 4310.67
2270000 3808.4
2280000 3787.45
2290000 3581.88
2300000 3465.33
2310000 3470.67
2320000 3470.05
2330000 3691.67
2340000 3465.88
2350000 3432.27
2360000 3420.22
2370000 3524.96
2380000 3691.85
2390000 3589.74
2400000 3518.76
2410000 3511.44
2420000 3481.49
2430000 3687.4
2440000 3503.71
2450000 3551.56
2460000 3543.01
2470000 3442.56
2480000 3647.5
2490000 3494.77
2500000 3522.51
2510000 3604.51
2520000 3831.71
2530000 3636.15
2540000 3576.91
2550000 3566.26
2560000 3593.98
2570000 3931.36
2580000 3902.49
2590000 3912.7
2600000 3936.95
2610000 3715.11
2620000 3708.05
2630000 3681.97
2640000 3924.72
2650000 4294.65
2660000 3881.19
2670000 3657.76
