num fastfair pgm alex xindex learngroup
22.5 0.793051 0.547495 0.454789 2.034580 2.922110
22.51 0.792392 0.730711 0.452558 2.024010 2.888190
22.52 0.793931 0.587694 0.451781 2.021170 3.110240
22.53 0.790093 0.549201 0.447403 2.034060 2.943750
22.54 0.785216 4.721750 0.446609 2.006970 2.997780
22.55 0.779714 0.593943 0.445534 1.987170 2.873570
22.56 0.785553 0.644614 0.447083 1.982900 3.031210
22.57 0.783313 0.694889 0.448057 1.990800 2.899390
22.58 0.788245 0.559300 0.446693 2.014610 2.965210
22.59 0.782066 0.592880 0.448630 1.983290 2.899510
22.6 0.783741 0.936765 0.448464 1.994960 2.879130
22.61 0.795275 0.536997 0.451512 2.024420 3.176450
22.62 0.800728 0.598234 0.455460 2.017720 2.871750
22.63 0.799362 0.559367 0.456229 2.024040 3.035230
22.64 0.796321 0.698644 0.455454 2.023800 2.997940
22.65 0.791954 0.630455 0.454521 2.032090 2.965990
22.66 0.796755 0.549182 0.451122 2.024040 2.936740
22.67 0.788381 1.308050 0.448697 2.007590 2.900440
22.68 0.775149 0.546520 0.445789 1.953300 2.934190
22.69 0.784365 0.585458 0.448130 2.007420 2.932510
22.7 0.786392 0.727721 0.448682 2.017850 2.964770
22.71 0.789843 0.547181 0.446886 1.974810 3.138750
22.72 0.780530 0.604782 0.449558 1.982360 2.854690
22.73 0.785786 0.548072 0.449390 1.993210 2.828020
22.74 0.789802 0.913734 0.452763 2.026810 3.045820
22.75 0.800997 0.599140 0.453796 2.026960 2.948990
22.76 0.805248 0.560926 0.457152 2.037860 2.984060
22.77 0.798466 0.697102 0.454741 2.028280 3.000580
22.78 0.795356 0.538385 0.456087 2.023300 2.862840
22.79 0.794508 0.635408 0.450740 2.041610 2.918650
22.8 0.791985 2.605240 0.450893 2.039160 3.147870
22.81 0.784166 0.606053 0.448333 1.996890 2.878980
22.82 0.783456 0.617092 0.449345 1.998720 2.990210
22.83 0.786884 0.730719 0.449270 1.998490 3.044650
22.84 0.783917 0.546975 0.446971 2.001970 2.984350
22.85 0.789839 0.608388 0.449884 2.020940 2.911910
22.86 0.787784 0.537575 0.450077 1.997810 2.896500
22.87 0.797300 0.895311 0.453591 2.015630 2.930230
22.88 0.801273 0.634860 0.456191 2.051720 2.896850
22.89 0.802193 0.546751 0.457009 2.037040 3.137000
22.9 0.799222 0.711084 0.455728 2.067040 2.883800
22.91 0.800372 0.544679 0.456560 2.044330 2.894440
22.92 0.799538 0.635895 0.450552 2.057960 2.930480
22.93 0.792031 1.304050 0.451019 2.025570 2.858480
22.94 0.776552 0.559703 0.446617 1.960500 2.933360
22.95 0.780063 0.584327 0.448642 1.991530 2.965070
22.96 0.794518 0.546141 0.449673 2.021630 2.928370
22.97 0.780334 0.727015 0.443894 1.990840 3.027320
22.98 0.779246 0.593861 0.447487 1.996480 3.083490
22.99 0.782326 0.556025 0.450251 2.012310 2.952270
23 0.788759 0.879002 0.453319 2.013850 2.951080
23.01 0.793809 0.629597 0.455756 2.026940 2.967080
23.02 0.797629 0.547874 0.457925 2.079140 2.917450
23.03 0.801606 0.709528 0.455989 2.042690 2.911680
23.04 0.794287 0.539375 0.451822 2.035710 2.944220
23.05 0.796361 0.597302 0.451206 2.034750 2.880220
23.06 0.791601 17.879700 0.451378 2.047550 2.943660
23.07 0.799448 0.618191 0.452088 2.060800 3.034490
23.08 0.797193 0.613427 0.452308 2.033020 3.198200
23.09 0.798649 0.548992 0.456361 2.050540 3.097440
23.1 0.797471 0.741531 0.450576 2.027340 3.081840
23.11 0.804203 0.599038 0.451597 2.010620 3.064280
23.12 0.804920 0.537413 0.451398 2.022180 2.962920
23.13 0.790671 0.946388 0.450699 2.031660 2.954080
23.14 0.790212 0.545369 0.450785 2.043570 3.025060
23.15 0.792407 0.638132 0.452477 2.047140 3.027810
23.16 0.798892 0.690461 0.453387 2.026580 3.160310
23.17 0.791189 0.559270 0.452007 2.047430 3.105630
23.18 0.792129 0.595296 0.450733 2.050550 52.555603
23.19 0.793019 1.489960 0.448621 2.023240 3.020540
23.2 0.797693 0.550315 0.454291 2.046310 2.956580
23.21 0.794627 0.587210 0.451982 2.037850 2.959810
23.22 0.786490 0.562247 0.452462 1.998650 3.064610
23.23 0.790779 0.695256 0.450354 2.005410 3.065880
23.24 0.796266 0.635024 0.449344 2.024940 2.982750
23.25 0.791695 0.543202 0.450877 2.036630 3.280320
23.26 0.784844 0.901450 0.449352 2.012450 3.041060
23.27 0.785808 0.547259 0.451981 2.045220 2.948660
23.28 0.787788 0.629658 0.450985 2.036340 3.120290
23.29 0.791763 0.682698 0.451285 2.049740 2.867380
23.3 0.801260 0.549144 0.453477 2.062760 3.021240
23.31 0.792959 0.607753 0.452577 2.034390 2.998260
23.32 0.788463 0.546400 0.451087 2.032400 2.944900
23.33 0.800109 2.794260 0.456120 2.046440 2.967430
23.34 0.806974 0.648229 0.455449 2.041540 3.133950
23.35 0.799126 0.562947 0.455785 2.031270 2.995090
23.36 0.796500 0.695979 0.454134 2.030260 3.048650
23.37 0.801132 0.636324 0.452985 2.057260 3.063660
23.38 0.795509 0.537472 0.453571 2.026290 3.057890
23.39 0.793938 0.893809 0.453240 2.018770 2.956590
23.4 0.801409 0.560068 0.453338 2.029610 3.031550
23.41 0.820975 0.596274 0.455132 2.027200 3.106880
23.42 0.799008 0.729584 0.455891 2.045620 3.030590
23.43 0.801269 0.549886 0.452918 2.057000 3.221770
23.44 0.801112 0.608080 0.452402 2.048510 2.991170
23.45 0.797843 0.547733 0.450283 2.020500 2.991290
23.46 0.807479 1.291500 0.454579 2.041680 2.963170
23.47 0.800397 0.634365 0.455462 2.027160 3.081740
23.48 0.798225 0.549255 0.453478 2.022120 3.071640
23.49 0.790923 0.709345 0.454228 2.029660 3.014120
23.5 0.799256 0.543243 0.451790 2.045690 2.987960
23.51 0.798272 0.635885 0.452046 2.026690 3.035490
23.52 0.787241 0.892104 0.450322 1.998570 3.258100
23.53 0.794094 0.560058 0.452519 2.012780 3.128100
23.54 0.794041 0.598123 0.451016 2.012960 3.111890
23.55 0.798172 0.538415 0.453299 2.030310 3.072990
23.56 0.802386 0.731415 0.453202 2.056440 3.102320
23.57 0.801714 0.596799 0.452127 2.033010 3.040320
23.58 0.796900 0.562325 0.449239 2.068310 3.053230
23.59 0.790992 4.737350 0.453610 2.028960 3.032940
23.6 0.799431 0.684906 0.453635 2.025430 2.979120
23.61 0.798472 0.547240 0.454628 2.048370 3.241340
23.62 0.800871 0.714064 0.454708 2.065770 3.049160
23.63 0.796820 0.539665 0.456080 2.058380 3.106010
23.64 0.798773 0.599907 0.454790 2.049260 3.046760
23.65 0.797176 0.938402 0.454464 2.026380 2.978120
23.66 0.799456 0.547416 0.455026 2.029900 3.032270
23.67 0.797537 0.610092 0.455263 2.040480 2.971340
23.68 0.799124 0.543221 0.456812 2.029720 3.089270
23.69 0.796830 0.734386 0.454192 2.055180 3.215790
23.7 0.797990 0.597376 0.453911 2.044000 3.088970
23.71 0.801081 0.560029 0.452104 2.011710 3.002410
23.72 0.800455 1.282940 0.454280 2.012630 3.075760
23.73 0.795705 0.550271 0.456534 2.028690 3.056910
23.74 0.801839 0.634121 0.456693 2.011660 3.140220
23.75 0.794892 0.699013 0.453823 2.032090 2.993280
23.76 0.798598 0.556171 0.454061 2.069620 3.042170
23.77 0.791837 0.597505 0.453616 2.036480 3.062740
23.78 0.795789 0.931343 0.453971 2.017050 3.267330
23.79 0.796720 0.550476 0.454635 2.019100 2.964580
23.8 0.793302 0.588387 0.453863 2.021890 2.948070
23.81 0.794632 0.570859 0.457048 2.033030 3.058710
23.82 0.807343 0.697614 0.452999 2.061930 3.079240
23.83 0.799111 0.636979 0.455742 2.049600 3.055160
23.84 0.797047 0.549840 0.452737 2.037760 3.008600
23.85 0.799409 2.619950 0.455339 2.032390 3.041060
23.86 0.803313 0.596401 0.456212 2.038900 3.030200
23.87 0.806383 0.652095 0.456952 2.032840 3.225130
23.88 0.806222 0.697361 0.454462 2.039050 3.076210
23.89 0.805928 0.538865 0.455600 2.062830 3.071230
23.9 0.805683 0.611096 0.456738 2.047840 3.021850
23.91 0.804387 0.547371 0.454851 2.044100 3.108360
23.92 0.797000 0.931717 0.454010 2.033300 3.017020
23.93 0.803908 0.593826 0.455602 2.042430 3.010170
23.94 0.798581 0.561701 0.456857 2.032070 2.945920
23.95 0.802048 0.694509 0.455392 2.044860 2.987790
23.96 0.804889 0.635306 0.454770 2.048920 3.177390
23.97 0.802252 0.538902 0.453168 2.045550 3.140100
23.98 0.796093 1.300790 0.454893 2.054310 3.081180
23.99 0.803863 0.561764 0.457838 2.027180 2.961250
24 0.797483 0.596793 0.457378 2.026890 3.024000
24.01 0.800870 0.733374 0.455099 2.031000 2.988470
24.02 0.798615 0.542634 0.455218 2.026580 3.046570
24.03 0.802409 0.610550 0.453872 2.047980 3.149760
24.04 0.797918 0.546913 0.452976 2.044450 3.046930
24.05 0.797850 0.932944 0.454756 2.036420 3.114820
24.06 0.801348 0.586880 0.453706 2.011420 3.115350
24.07 0.798886 0.548159 0.457002 2.033480 3.042240
24.08 0.802512 0.707361 0.454796 2.042760 2.979410
24.09 0.808703 0.550333 0.454681 2.054410 3.029840
24.1 0.800800 0.630455 0.452012 2.065990 3.075130
24.11 0.802071 9.062349 0.453089 2.033480 3.000430
24.12 0.806160 0.609219 0.457531 2.019790 3.054690
24.13 0.799490 0.608376 0.459483 2.020670 3.045700
24.14 0.808733 0.537743 0.458891 2.032460 3.313510
24.15 0.801878 0.740271 0.455378 2.034310 3.075580
24.16 0.801149 0.597945 0.456472 2.047260 2.981240
24.17 0.803352 0.558815 0.454514 2.044180 3.098200
24.18 0.797331 0.926094 0.454187 2.025760 3.011400
24.19 0.799729 0.624424 0.452898 2.011830 2.973230
24.2 0.801041 0.546564 0.455814 2.012090 2.973840
24.21 0.804519 0.705264 0.457368 2.022950 3.111260
24.22 0.801741 0.549496 0.457095 2.042780 3.237580
24.23 0.803261 0.585711 0.454809 2.058420 3.173600
24.24 0.800257 1.405750 0.452659 2.039490 3.027990
24.25 0.795139 0.545937 0.455309 2.020820 2.952810
24.26 0.796012 0.607523 0.454157 2.023880 3.007000
24.27 0.804789 0.544054 0.455282 2.028110 3.026630
24.28 0.797085 0.732976 0.454372 2.009620 2.988610
24.29 0.794185 0.596032 0.453036 2.038290 3.031020
24.3 0.799928 0.560524 0.452786 2.059850 3.029240
24.31 0.793721 0.891746 0.449904 2.026920 3.119780
24.32 0.794608 0.536589 0.450202 2.035100 2.935870
24.33 0.802786 0.630606 0.453244 2.017370 2.971360
24.34 0.801940 0.693185 0.454009 2.023330 3.081320
24.35 0.805792 0.561370 0.454189 2.030190 3.026830
24.36 0.800994 0.592685 0.455003 2.061210 2.917300
24.37 0.809266 2.640040 0.455116 2.077220 3.056090
24.38 0.804686 0.595385 0.458780 2.057970 3.092410
24.39 0.806303 0.666080 0.458432 2.043110 3.108490
24.4 0.807115 0.539289 0.458571 2.039590 3.210540
24.41 0.806049 0.697334 0.474862 2.032790 2.999000
24.42 0.803116 0.634032 0.456539 2.025010 3.099020
24.43 0.804464 0.550863 0.461461 2.038540 3.044390
24.44 0.807618 0.901077 0.455580 2.057200 3.051630
24.45 0.804172 0.549439 0.454129 2.048960 3.036890
24.46 0.804004 0.632896 0.456574 2.041590 2.946010
24.47 0.808460 0.695840 0.457311 2.032490 3.042600
24.48 0.811321 0.562462 0.455641 2.047550 3.065720
24.49 0.803038 0.588517 0.457831 2.048390 3.237900
24.5 0.802010 0.549184 0.457045 2.054980 3.051410
24.51 0.798020 1.331350 0.458355 2.060750 3.006610
24.52 0.803954 0.595676 0.459970 2.053900 2.996360
24.53 0.803398 0.556206 0.459857 2.019700 3.094900
24.54 0.804573 0.695039 0.458188 2.037880 2.923420
24.55 0.799940 0.634883 0.456135 2.024600 2.983760
24.56 0.804385 0.549914 0.454742 2.034050 3.070400
24.57 0.797454 0.881297 0.454901 2.058420 2.957240
24.58 0.795950 0.562575 0.455079 2.046720 3.203780
24.59 0.805329 0.596671 0.455821 2.041590 3.038840
24.6 0.805794 0.732754 0.457563 2.048820 3.045420
24.61 0.804883 0.545071 0.457940 2.023500 3.074620
24.62 0.805420 0.611414 0.455728 2.033240 2.983740
24.63 0.805582 0.549827 0.456561 2.042250 3.084830
24.64 0.802579 4.731380 0.458583 2.068630 2.908550
24.65 0.802316 0.645143 0.459697 2.053750 3.026610
24.66 0.803641 0.537506 0.456743 2.062460 2.986030
24.67 0.799443 0.714515 0.456483 2.030230 3.320070
24.68 0.822839 0.548311 0.454125 2.028460 3.009580
24.69 0.796240 0.633888 0.453899 2.019270 3.023070
24.7 0.798027 0.895783 0.455155 2.028390 2.900390
24.71 0.802582 0.559929 0.454779 2.060370 3.056510
24.72 0.810953 0.596665 0.453960 2.037190 3.017790
24.73 0.810486 0.732568 0.455316 2.049400 3.091250
24.74 0.802793 0.538199 0.457574 2.021900 3.115560
24.75 0.804781 0.597070 0.454845 2.024450 3.053450
24.76 0.804785 0.560378 0.457341 2.022580 3.240800
24.77 0.791883 1.294340 0.455640 1.999690 3.019950
24.78 0.798152 0.630899 0.455379 2.033710 2.926220
24.79 0.796861 0.549105 0.458541 2.043350 2.983970
24.8 0.796369 0.706475 0.456210 2.104470 2.966600
24.81 0.804273 0.547355 0.454018 2.014020 2.972800
24.82 0.803784 0.632438 0.453956 2.020140 3.066400
24.83 0.804501 0.872171 0.454974 2.016920 3.050480
24.84 0.799677 0.547601 0.452139 2.028970 3.007730
24.85 0.804376 0.609135 0.453666 2.055030 3.230990
24.86 0.804470 0.549109 0.454342 2.059350 3.108400
24.87 0.810128 0.728731 0.455873 2.042560 3.062830
24.88 0.811662 0.597365 0.455190 2.033220 3.115850
24.89 0.809729 0.559842 0.455111 2.038060 3.032820
24.9 0.801290 2.583810 0.455167 2.027030 3.011840
24.91 0.811364 0.584357 0.460313 2.053580 2.956500
24.92 0.807511 0.650151 0.459321 2.065790 2.974990
24.93 0.810325 0.692373 0.457621 2.062700 3.058990
24.94 0.807273 0.563261 0.455447 2.045670 3.230910
24.95 0.802906 0.598597 0.455402 1.970010 3.066520
24.96 0.807028 0.922856 0.456234 1.958150 3.036340
24.97 0.810124 0.547819 0.456665 1.952370 3.041020
24.98 0.819739 0.607628 0.455417 1.943050 3.043100
24.99 0.817123 0.548367 0.457024 1.927300 3.037800
25 0.807663 0.683842 0.457347 1.921860 3.018800
25.01 0.814126 0.635580 0.457498 1.927100 3.029920
25.02 0.807598 0.547555 0.458210 1.929280 3.098610
25.03 0.796193 1.298820 0.458429 1.900310 3.170950
25.04 0.800967 0.541623 0.458334 1.909400 2.903880
25.05 0.805037 0.634817 0.459658 1.912400 3.121440
25.06 0.805278 0.686777 0.458461 1.910450 3.026420
25.07 0.799824 0.559697 0.454035 1.894570 3.124250
25.08 0.802272 0.585854 0.455851 1.901200 3.020320
25.09 0.807721 0.548885 0.456845 1.899990 3.062870
25.1 0.798105 0.911833 0.455760 1.889420 2.966030
25.11 0.802320 0.595542 0.455118 1.906100 3.104570
25.12 0.815775 0.558400 0.458179 1.897780 3.271880
25.13 0.803801 0.688294 0.458053 1.894350 2.959990
25.14 0.810818 0.633354 0.456271 1.911630 3.043400
25.15 0.812032 0.551080 0.457115 1.896960 3.000400
25.16 0.805123 67.840500 0.458961 1.906940 3.110840
25.17 0.806593 0.793980 0.457697 1.909010 2.896940
25.18 0.810394 0.709009 0.457916 1.904110 3.014860
25.19 0.802169 0.762396 0.458750 1.912630 3.009210
25.2 0.806017 0.548458 0.454806 1.891660 2.999630
25.21 0.799807 0.606187 0.456368 1.891270 3.265920
25.22 0.805347 0.547988 0.453353 1.903280 2.959260
25.23 0.800082 0.938874 0.454696 1.901290 2.904050
25.24 0.800888 0.595020 0.454762 1.902350 3.014790
25.25 0.805409 0.537536 0.455976 1.900490 2.945890
25.26 0.808909 0.708410 0.455301 1.910440 2.984940
25.27 0.800942 0.548980 0.454912 1.893340 3.012520
25.28 0.800212 0.632289 0.453421 1.901410 3.015000
25.29 0.798749 1.318740 0.453459 1.891030 2.981410
25.3 0.805320 0.555322 0.458185 1.948060 3.206900
25.31 0.808434 0.596208 0.459051 1.935290 3.035400
25.32 0.800231 0.732361 0.460030 1.929640 2.956930
25.33 0.802761 0.549738 0.456546 1.942340 3.020640
25.34 0.805257 0.586297 0.455388 1.939770 3.016570
25.35 0.805481 0.559907 0.455060 1.941520 3.135480
25.36 0.800322 0.895021 0.455002 1.927280 3.028400
25.37 0.805836 0.631595 0.454912 1.925450 2.911570
25.38 0.800101 0.543174 0.454828 1.940860 2.958400
25.39 0.804077 0.708797 0.454457 1.926320 3.272840
25.4 0.806334 0.547294 0.451478 1.938380 3.065960
25.41 0.803787 0.635067 0.453193 1.949660 2.961550
25.42 0.796370 2.599840 0.452849 1.929590 2.857420
25.43 0.808207 0.593801 0.457498 1.940900 3.035310
25.44 0.808830 0.642853 0.459305 1.944990 3.124190
25.45 0.810097 0.546759 0.460904 1.941070 2.968170
25.46 0.803273 0.735220 0.454601 1.946850 2.935070
25.47 0.802750 0.594445 0.453629 2.002840 3.005480
25.48 0.802488 0.562093 0.452024 2.004150 3.167950
25.49 0.803316 0.897890 0.451817 1.995340 3.057590
25.5 0.810212 0.631834 0.455541 2.016730 3.120360
25.51 0.804080 0.538485 0.454999 2.030810 3.006470
25.52 0.806729 0.696217 0.455212 2.023070 2.974970
25.53 0.799977 0.559469 0.449876 2.032520 3.009700
25.54 0.798664 0.598199 0.448388 2.007220 3.026250
25.55 0.799272 1.343880 0.449636 2.035170 2.984020
25.56 0.821059 0.547763 0.456354 2.060330 2.971850
25.57 0.808442 0.607862 0.456597 2.047480 3.306940
25.58 0.806869 0.547070 0.455714 2.043000 2.952730
25.59 0.799135 0.734612 0.453220 2.021930 3.028500
25.6 0.799573 0.584794 0.451525 2.038730 3.040210
25.61 0.815657 0.547456 0.450579 2.036870 3.063120
25.62 0.803040 0.905736 0.451125 2.026700 2.966430
25.63 0.803075 0.547157 0.450558 2.041050 2.950430
25.64 0.802745 0.628492 0.455070 2.041750 3.021380
25.65 0.804645 0.696934 0.454016 2.264380 3.305310
25.66 0.803742 0.559069 0.448375 2.224070 3.043700
25.67 0.804452 0.595755 0.450572 2.150590 2.895570
25.68 0.806052 0.536625 0.447157 2.112850 3.019650
25.69 0.796588 4.618940 0.453921 2.055240 3.144510
25.7 0.804328 0.633340 0.457057 2.072760 3.069270
25.71 0.804098 0.558538 0.458762 2.057640 3.062510
25.72 0.797979 0.692671 0.456713 2.060320 3.067600
25.73 0.797074 0.632364 0.453214 2.050800 2.974280
25.74 0.794988 0.547609 0.455076 2.065310 3.242400
25.75 0.806636 0.906330 0.455982 2.063750 3.071560
25.76 0.812361 0.547339 0.458684 2.048320 3.071340
25.77 0.812454 0.587071 0.459256 2.091110 3.003520
25.78 0.806927 0.735041 0.458501 2.060210 3.046180
25.79 0.806926 0.547614 0.458532 2.062660 3.012100
25.8 0.807855 0.610212 0.459992 2.057710 2.953040
25.81 0.806327 0.544691 0.457484 2.056320 3.030460
25.82 0.797142 1.330380 0.452519 2.015620 2.993920
25.83 0.797835 0.595223 0.454769 2.026510 3.182050
25.84 0.805894 0.560824 0.456077 2.018310 3.057450
25.85 0.788539 0.679218 0.453182 2.000540 3.005050
25.86 0.799648 0.547512 0.452298 2.012060 2.986870
25.87 0.795667 0.631255 0.451218 2.023460 3.058670
25.88 0.805425 0.893086 0.454193 2.041550 3.057290
25.89 0.810492 0.555917 0.454310 2.033100 3.131240
25.9 0.805551 0.598254 0.455408 2.060630 2.998670
25.91 0.806627 0.735959 0.456106 2.042350 3.084410
25.92 0.803303 0.547570 0.455513 2.042740 3.184800
25.93 0.814365 0.612019 0.455985 2.046270 3.023930
25.94 0.812415 0.536837 0.455091 2.048810 2.959370
25.95 0.790351 2.611720 0.452327 2.010460 3.053970
25.96 0.797565 0.679733 0.455578 2.005690 3.027450
25.97 0.798128 0.546332 0.456888 2.014470 3.034670
25.98 0.793228 0.698086 0.454424 2.002330 3.070580
25.99 0.788476 0.549053 0.450023 2.000520 3.037020
26 0.789622 0.629136 0.446139 1.985800 3.264880
26.01 0.796611 0.887604 0.450906 1.996550 2.966900
26.02 0.815542 0.536927 0.454650 2.038090 3.075530
26.03 0.812051 0.607207 0.457310 2.046090 3.064740
26.04 0.815005 0.545381 0.459173 2.052420 3.064520
26.05 0.805363 0.733713 0.449445 2.026190 2.990930
26.06 0.798021 0.593126 0.449903 2.033870 3.039800
26.07 0.802304 0.561835 0.446812 2.037040 2.946150
26.08 0.786144 1.300080 0.449663 2.000170 2.985140
26.09 0.797082 0.626474 0.454520 2.010980 3.207420
26.1 0.788269 0.547314 0.449596 1.986210 3.026140
26.11 0.784669 0.675696 0.447789 1.995560 3.046260
26.12 0.784161 0.560225 0.443279 1.983660 2.964360
26.13 0.789807 0.590407 0.445386 2.014780 2.980900
26.14 0.801761 0.919059 0.445482 2.032320 2.979030
26.15 0.803918 0.541963 0.452506 2.040480 3.032460
26.16 0.807651 0.608006 0.455420 2.063850 3.060020
26.17 0.809650 0.546436 0.457323 2.054110 3.047700
26.18 0.795077 0.731700 0.447574 2.043670 3.219830
26.19 0.801560 0.583734 0.447739 2.039240 3.011890
26.2 0.807792 0.549376 0.450525 2.046550 2.935250
26.21 0.810682 8.608650 0.455921 2.050460 3.052050
26.22 0.819545 0.595096 0.463876 2.054620 3.066710
26.23 0.830419 0.638172 0.463071 2.055330 3.124370
26.24 0.821240 0.700760 0.462256 2.046820 3.066100
26.25 0.818463 0.559995 0.461166 2.053020 3.132240
26.26 0.815393 0.597146 0.459486 2.043590 3.064900
26.27 0.813095 0.941158 0.462517 2.047600 3.320090
26.28 0.807024 0.534533 0.454736 2.024990 3.109130
26.29 1.227600 0.594738 0.457145 2.035680 3.046980
26.3 1.295250 0.558832 0.458209 2.057290 3.099840
26.31 1.188640 0.695773 0.457260 2.046510 3.038570
26.32 1.123450 0.628754 0.458639 2.030160 3.121710
26.33 1.089310 0.547966 0.453079 2.032120 3.007580
26.34 1.060090 1.325070 0.456012 2.045320 2.968660
26.35 1.024120 0.546933 0.458547 2.034490 3.218560
26.36 0.992996 0.585641 0.461250 2.045850 3.158580
26.37 0.978314 0.733940 0.461678 2.056970 3.059930
26.38 0.961827 0.545711 0.455068 2.043390 3.117450
26.39 0.946622 0.609738 0.457601 2.022710 3.088380
26.4 0.935574 0.548091 0.457702 2.028170 3.028120
26.41 0.882868 0.928354 0.449528 2.012770 3.084050
26.42 0.878028 0.593187 0.453107 2.029840 3.088740
26.43 0.881135 0.558334 0.452399 2.027630 3.054820
26.44 0.884935 0.696175 0.457502 2.044420 3.279950
26.45 0.876104 0.538022 0.455474 2.037570 3.003390
26.46 0.876470 0.635260 0.455125 2.033510 3.030110
26.47 0.875677 2.557120 0.453958 2.040140 3.010130
26.48 0.875296 0.606413 0.459186 2.024310 3.084910
26.49 0.878387 0.621122 0.462768 2.028640 3.082440
26.5 0.875416 0.735746 0.461191 2.020190 3.092820
26.51 0.872798 0.547744 0.464933 2.023420 3.093690
26.52 0.866307 0.611180 0.460523 2.011140 3.037870
26.53 0.862408 0.539891 0.461681 2.032600 3.152640
26.54 0.839522 0.897869 0.454933 2.007340 3.097990
26.55 0.838718 0.632923 0.458252 2.031900 3.148350
26.56 0.846492 0.546609 0.458608 2.037260 3.175800
26.57 0.843827 0.709453 0.461614 2.029320 3.089670
26.58 0.838385 0.543201 0.459321 2.031450 3.126580
26.59 0.838375 0.634989 0.461249 2.012430 2.969840
26.6 0.839958 1.310780 0.459334 2.022850 3.035650
26.61 0.831049 0.561384 0.458023 2.028210 3.188540
26.62 0.839604 0.585874 0.459582 2.013880 3.115950
26.63 0.836107 0.550027 0.462449 2.032980 3.103720
26.64 0.842518 0.732927 0.458289 2.020510 3.122460
26.65 0.834346 0.596679 0.461749 2.038720 2.985200
26.66 0.832429 0.555669 0.460851 2.017430 3.096160
26.67 0.818683 0.897491 0.455519 2.028740 3.086010
26.68 0.815731 0.629409 0.455185 2.030760 3.121930
26.69 0.819230 0.549678 0.457345 2.021030 3.040220
26.7 0.824993 0.686396 0.460299 2.027460 3.229600
26.71 0.828626 0.568695 0.460382 2.043080 3.725230
26.72 0.820858 0.599233 0.461589 2.035510 3.467330
26.73 0.826503 4.519560 0.458544 2.026450 3.325860
26.74 0.803140 0.594947 0.453911 1.968350 3.270790
26.75 0.805719 0.635330 0.459128 1.980840 3.234680
26.76 0.806899 0.548487 0.456366 1.977390 3.133220
26.77 0.806581 0.726821 0.453996 1.971840 3.046610
26.78 0.817300 0.595508 0.455183 1.993190 3.218620
26.79 0.818959 0.537672 0.461699 1.972760 3.462220
26.8 0.812019 0.901870 0.457163 2.013030 3.131420
26.81 0.812154 0.545208 0.455068 2.028470 3.171570
26.82 0.820815 0.634332 0.456444 2.029130 3.040530
26.83 0.814323 0.692404 0.459223 2.032000 3.016370
26.84 0.825217 0.561261 0.460211 2.037460 3.166800
26.85 0.824624 0.595962 0.459199 2.033360 3.067210
26.86 0.818547 1.344630 0.457498 2.026090 3.044070
26.87 0.789025 0.547150 0.452317 1.966650 2.994940
26.88 0.794302 0.581767 0.453549 1.987780 3.158260
26.89 0.795727 0.559581 0.454485 1.977940 3.030390
26.9 0.795107 0.689611 0.452748 1.995440 3.056500
26.91 0.803057 0.628940 0.449824 1.990900 3.071710
26.92 0.794433 0.542985 0.451228 1.987490 3.080210
26.93 0.807680 0.893947 0.451029 2.008860 2.934490
26.94 0.809185 0.547098 0.449285 2.037540 2.993120
26.95 0.809399 0.634672 0.453675 2.048990 2.968130
26.96 0.811074 0.688140 0.454582 2.052080 3.351370
26.97 0.815422 0.549010 0.455071 2.060270 3.042170
26.98 0.816779 0.607667 0.456410 2.051770 3.099750
26.99 0.815885 0.549364 0.457281 2.041400 2.962680
27 0.786939 2.644720 0.454598 1.979740 3.104760
27.01 0.796218 0.641985 0.455871 1.989630 3.012260
27.02 0.801442 0.557947 0.458553 1.972830 3.097350
27.03 0.797196 0.689193 0.452697 1.986730 2.971840
27.04 0.797626 0.630277 0.454728 1.988300 3.032680
27.05 0.799376 0.537438 0.456823 1.978980 3.262370
27.06 0.800830 0.881563 0.454022 1.997810 3.050300
27.07 0.810969 0.558566 0.454026 2.047640 3.065760
27.08 0.813891 0.597555 0.458915 2.047380 3.005530
27.09 0.830649 0.729665 0.459454 2.042140 3.000770
27.1 0.816912 0.549343 0.458662 2.045680 3.030420
27.11 0.814276 0.610381 0.460742 2.042640 3.109720
27.12 0.805481 0.548908 0.461529 2.040450 3.009800
27.13 0.788129 1.291710 0.450968 1.990130 3.135820
27.14 0.795874 0.625961 0.451533 2.018130 3.219580
27.15 0.791956 0.545874 0.451809 1.990520 2.989730
27.16 0.791025 0.697952 0.452770 1.994020 3.032720
27.17 0.796642 0.552065 0.451434 1.992200 3.016930
27.18 0.792613 0.627628 0.455429 1.991460 3.143810
27.19 0.801887 0.883311 0.455113 2.006970 2.964480
27.2 0.811534 0.558095 0.450977 2.072180 3.060160
27.21 0.811497 0.597528 0.453465 2.065340 3.016200
27.22 0.808548 0.539690 0.457288 2.069760 3.068750
27.23 0.812705 0.733847 0.458332 2.051970 3.221520
27.24 0.811514 0.594393 0.462370 2.049490 3.066620
27.25 0.809556 0.562082 0.459075 2.056940 2.794700
27.26 0.819104 17.372801 0.465268 2.047050 2.996660
27.27 0.821948 0.671691 0.462979 2.036450 2.930060
27.28 0.826786 0.546444 0.466192 2.048940 3.021440
27.29 0.823403 0.717519 0.466656 2.055740 3.020270
27.3 0.821530 0.537240 0.460481 2.045070 2.985180
27.31 0.822661 0.598883 0.462399 2.027910 3.053270
